Teenage Birth Rates,Mean Parent Income,School Expenditure/Student,Teacher-Student Ratio,Test Score Percentile,HS Dropout Rate
0.233,48500.0,5.888999999999999,16.0,-2.0980000000000003,0.047
,,5.742000000000001,17.5,-4.581,0.046
0.23399999999999999,60100.0,5.742000000000001,17.5,-4.581,0.046
0.185,68800.0,5.742000000000001,17.5,-4.581,0.046
0.24,39400.0,5.742000000000001,17.5,-4.581,0.046
0.28300000000000003,38500.0,5.742000000000001,17.5,-4.581,0.046
0.221,50000.0,5.742000000000001,17.5,-4.581,0.046
0.172,57900.0,5.526,16.8,-6.814,0.013000000000000001
0.24600000000000002,37400.0,5.526,16.8,-6.814,0.013000000000000001
0.187,54000.0,5.526,16.8,-6.814,0.013000000000000001
0.237,51800.0,5.526,16.8,-6.814,0.013000000000000001
0.254,56000.0,5.735,16.8,-7.318,0.022000000000000002
0.20800000000000002,60600.0,5.735,16.8,-7.318,0.022000000000000002
0.196,83600.0,5.735,16.8,-7.318,0.022000000000000002
0.19399999999999998,59700.0,5.735,16.8,-7.318,0.022000000000000002
0.152,57400.0,5.735,16.8,-7.318,0.022000000000000002
0.188,53700.0,5.735,16.8,-7.318,0.022000000000000002
0.192,62500.0,5.547000000000001,16.9,-6.9110000000000005,0.048
0.174,78900.0,5.547000000000001,16.9,-6.9110000000000005,0.048
0.212,55500.0,5.547000000000001,16.9,-6.9110000000000005,0.048
0.09,90700.0,5.547000000000001,16.9,-6.9110000000000005,0.048
0.21100000000000002,51200.0,5.547000000000001,16.9,-6.9110000000000005,0.048
0.268,53200.0,5.475,15.6,-4.9319999999999995,0.049
0.275,46900.0,5.475,15.6,-4.9319999999999995,0.049
0.195,49400.0,5.1770000000000005,16.5,-3.5589999999999997,0.040999999999999995
0.299,38800.0,5.1770000000000005,16.5,-3.5589999999999997,0.040999999999999995
0.262,51900.0,5.1770000000000005,16.5,-3.5589999999999997,0.040999999999999995
0.218,44800.0,5.1770000000000005,16.5,-3.5589999999999997,0.040999999999999995
,,5.1770000000000005,16.5,-3.5589999999999997,0.040999999999999995
,,5.1770000000000005,16.5,-3.5589999999999997,0.040999999999999995
0.214,63900.0,5.1770000000000005,16.5,-3.5589999999999997,0.040999999999999995
0.22699999999999998,53800.0,5.1770000000000005,16.5,-3.5589999999999997,0.040999999999999995
0.24100000000000002,36200.0,5.1770000000000005,16.5,-3.5589999999999997,0.040999999999999995
0.213,72400.0,5.704,17.3,-6.074,0.048
0.205,51900.0,5.704,17.3,-6.074,0.048
,,5.704,17.3,-6.074,0.048
0.155,75300.0,5.704,17.3,-6.074,0.048
0.177,63000.0,5.704,17.3,-6.074,0.048
0.207,61800.0,5.704,17.3,-6.074,0.048
0.22399999999999998,55300.0,5.704,17.3,-6.074,0.048
0.201,50400.0,5.704,17.3,-6.074,0.048
0.23199999999999998,42200.0,5.704,17.3,-6.074,0.048
0.268,44300.0,5.704,17.3,-6.074,0.048
0.28300000000000003,47500.0,5.777,16.4,-8.216000000000001,0.054000000000000006
0.217,73900.0,5.777,16.4,-8.216000000000001,0.054000000000000006
0.33,38000.0,5.777,16.4,-8.216000000000001,0.054000000000000006
0.193,76700.0,5.81,16.6,-9.082,0.038
0.221,70500.0,5.81,16.6,-9.082,0.038
0.193,67300.0,5.81,16.6,-9.082,0.038
0.20199999999999999,80700.0,5.81,16.6,-9.082,0.038
0.281,44500.0,5.81,16.6,-9.082,0.038
0.179,58000.0,5.27,16.2,-0.486,0.03
0.27,48100.0,5.27,16.2,-0.486,0.03
0.245,39900.0,5.27,16.2,-0.486,0.03
0.249,43200.0,5.27,16.2,-0.486,0.03
0.231,46100.0,5.27,16.2,-0.486,0.03
0.26899999999999996,47400.0,5.2139999999999995,18.2,-6.018,0.011000000000000001
0.129,88700.0,5.2139999999999995,18.2,-6.018,0.011000000000000001
,,5.2139999999999995,18.2,-6.018,0.011000000000000001
0.242,40700.0,5.2139999999999995,18.2,-6.018,0.011000000000000001
0.248,56600.0,5.2139999999999995,18.2,-6.018,0.011000000000000001
0.195,65900.0,5.2139999999999995,18.2,-6.018,0.011000000000000001
0.25,33900.0,5.2139999999999995,18.2,-6.018,0.011000000000000001
0.18600000000000003,73200.0,5.2139999999999995,18.2,-6.018,0.011000000000000001
0.22399999999999998,50600.0,5.2139999999999995,18.2,-6.018,0.011000000000000001
0.244,53900.0,4.83,17.6,-6.834,0.08900000000000001
0.207,50300.0,4.83,17.6,-6.834,0.08900000000000001
0.201,74600.0,4.83,17.6,-6.834,0.08900000000000001
0.258,55700.0,4.83,17.6,-6.834,0.08900000000000001
0.237,50500.0,4.83,17.6,-6.834,0.08900000000000001
0.191,71100.0,4.825,18.1,-7.888,0.026000000000000002
0.191,54900.0,4.825,18.1,-7.888,0.026000000000000002
0.22,57900.0,4.825,18.1,-7.888,0.026000000000000002
0.233,40200.0,4.825,18.1,-7.888,0.026000000000000002
0.17800000000000002,84400.0,4.825,18.1,-7.888,0.026000000000000002
0.22,51400.0,4.825,18.1,-7.888,0.026000000000000002
0.25,45600.0,4.825,18.1,-7.888,0.026000000000000002
0.13,96500.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.18899999999999997,65000.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.10099999999999999,123500.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.18100000000000002,81000.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.17,81700.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.14800000000000002,75500.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.057999999999999996,135700.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.124,101800.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.207,115800.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.115,95900.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.153,80900.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.253,52500.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.214,62200.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.22399999999999998,52600.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.187,73900.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.196,64100.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.17800000000000002,70900.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.223,63700.0,6.352,18.1,-7.8629999999999995,0.026000000000000002
0.254,45100.0,5.945,15.5,-4.966,0.068
0.264,43000.0,5.945,15.5,-4.966,0.068
0.235,46500.0,5.945,15.5,-4.966,0.068
0.248,46500.0,5.082,16.5,,0.04
0.201,45500.0,5.082,16.5,,0.04
0.23399999999999999,51800.0,5.082,16.5,,0.04
0.217,46500.0,5.148,15.5,0.165,0.028999999999999998
0.228,56800.0,5.148,15.5,0.165,0.028999999999999998
0.21600000000000003,51300.0,5.148,15.5,0.165,0.028999999999999998
0.20199999999999999,56500.0,5.148,15.5,0.165,0.028999999999999998
0.24600000000000002,42900.0,5.188,17.0,-3.2110000000000003,0.022000000000000002
0.22399999999999998,52200.0,5.188,17.0,-3.2110000000000003,0.022000000000000002
,,5.188,17.0,-3.2110000000000003,0.022000000000000002
0.251,45800.0,5.188,17.0,-3.2110000000000003,0.022000000000000002
0.24600000000000002,53600.0,5.188,17.0,-3.2110000000000003,0.022000000000000002
0.20800000000000002,48700.0,5.193,17.0,-3.8369999999999997,0.021
0.21,50100.0,5.193,17.0,-3.8369999999999997,0.021
0.215,45600.0,5.375,16.3,-5.13,0.018000000000000002
0.225,58900.0,5.375,16.3,-5.13,0.018000000000000002
0.23199999999999998,43600.0,5.394,16.5,-5.032,0.037000000000000005
0.196,52000.0,5.394,16.5,-5.032,0.037000000000000005
,,5.394,16.5,-5.032,0.037000000000000005
0.185,48400.0,5.394,16.5,-5.032,0.037000000000000005
0.263,40400.0,6.142,16.5,-2.7960000000000003,0.031
0.19699999999999998,58900.0,6.142,16.5,-2.7960000000000003,0.031
0.217,51400.0,6.142,16.5,-2.7960000000000003,0.031
0.261,39600.0,5.941,17.0,-10.217,0.073
,,5.941,17.0,-10.217,0.073
,,5.941,17.0,-10.217,0.073
,,5.941,17.0,-10.217,0.073
0.22,54500.0,5.941,17.0,-10.217,0.073
,,5.941,17.0,-10.217,0.073
0.18899999999999997,59300.0,5.199,15.8,4.11,0.034
0.155,72000.0,5.199,15.8,4.11,0.034
,,5.167000000000001,15.7,1.551,0.017
0.154,56100.0,5.167000000000001,15.7,1.551,0.017
0.183,173500.0,5.167000000000001,15.7,1.551,0.017
0.133,57700.0,5.167000000000001,15.7,1.551,0.017
0.146,63600.0,6.563,18.2,,
0.114,84300.0,6.563,18.4,-14.799000000000001,0.018000000000000002
,,6.563,18.3,,
0.131,71400.0,6.563,18.3,,
0.133,63800.0,6.563,18.0,,
0.11599999999999999,101500.0,5.0569999999999995,19.5,-0.77,0.035
,,5.0569999999999995,19.5,-0.77,0.035
0.203,65300.0,5.0569999999999995,19.5,-0.77,0.035
0.175,59700.0,5.0569999999999995,19.5,-0.77,0.035
0.131,57500.0,5.0569999999999995,19.5,-0.77,0.035
0.249,47800.0,5.0569999999999995,19.5,-0.77,0.035
,,7.824,16.5,10.852,0.0
0.128,73200.0,7.824,16.5,10.852,0.0
0.14,74300.0,4.484,19.7,3.003,-0.003
0.158,66000.0,4.484,19.7,3.003,-0.003
0.13,87800.0,4.484,19.7,3.003,-0.003
,,4.484,19.7,3.003,-0.003
,,4.484,19.7,3.003,-0.003
0.165,54000.0,4.484,19.7,3.003,-0.003
0.131,64300.0,4.484,19.7,3.003,-0.003
0.102,76000.0,4.484,19.7,3.003,-0.003
0.14800000000000002,65500.0,4.484,19.7,3.003,-0.003
0.11,61100.0,4.584,18.2,5.784,-0.02
0.13,71300.0,4.584,18.2,5.784,-0.02
0.168,54700.0,5.843,20.9,6.227,0.022000000000000002
0.136,61800.0,5.843,20.9,6.227,0.022000000000000002
0.14300000000000002,71800.0,5.843,20.9,6.227,0.022000000000000002
0.179,48700.0,5.843,20.9,6.227,0.022000000000000002
0.12,62800.0,5.843,20.9,6.227,0.022000000000000002
0.14800000000000002,52100.0,5.843,20.9,6.227,0.022000000000000002
0.114,82000.0,5.843,20.9,6.227,0.022000000000000002
0.085,122400.0,5.4910000000000005,18.6,1.2409999999999999,0.011000000000000001
,,5.4910000000000005,18.6,1.2409999999999999,0.011000000000000001
0.18899999999999997,57300.0,5.4910000000000005,18.6,1.2409999999999999,0.011000000000000001
0.19399999999999998,62000.0,5.4910000000000005,18.6,1.2409999999999999,0.011000000000000001
,,5.4910000000000005,18.6,1.2409999999999999,0.011000000000000001
0.17800000000000002,67500.0,5.4910000000000005,18.6,1.2409999999999999,0.011000000000000001
0.14300000000000002,52100.0,4.668,19.5,4.734,0.031
0.174,68600.0,4.1,19.6,-4.158,0.003
0.204,56500.0,4.1,19.6,-4.158,0.003
0.16,57600.0,5.638999999999999,17.9,4.83,0.017
0.14,52200.0,5.638999999999999,17.9,4.83,0.017
0.154,50400.0,5.638999999999999,17.9,4.83,0.017
0.155,75100.0,5.638999999999999,17.9,4.83,0.017
0.159,67900.0,5.638999999999999,17.9,4.83,0.017
,,5.638999999999999,17.9,4.83,0.017
,,4.926,17.7,8.031,0.013999999999999999
0.161,52600.0,4.926,17.7,8.031,0.013999999999999999
0.122,62000.0,4.231,21.0,6.228,-0.003
,,4.231,21.0,6.228,-0.003
0.131,78000.0,4.231,21.0,6.228,-0.003
0.08800000000000001,88500.0,4.231,21.0,6.228,-0.003
0.079,71000.0,7.079,17.2,13.049000000000001,
0.057,77600.0,7.079,17.2,13.049000000000001,
0.192,56100.0,5.9910000000000005,18.0,-0.764,-0.004
0.158,51700.0,5.9910000000000005,18.0,-0.764,-0.004
0.179,59600.0,5.9910000000000005,18.0,-0.764,-0.004
0.11,58300.0,5.876,17.6,-31.837,
0.068,461800.0,5.876,17.6,-31.837,
0.131,74900.0,5.08,18.2,2.451,-0.001
0.166,57000.0,5.08,18.2,2.451,-0.001
0.16,57300.0,5.08,18.2,2.451,-0.001
0.166,69600.0,5.08,18.2,2.451,-0.001
0.192,59100.0,5.08,18.2,2.451,-0.001
0.17300000000000001,62300.0,5.08,18.2,2.451,-0.001
0.28600000000000003,41900.0,4.463,18.3,3.485,-0.004
0.195,54100.0,4.463,18.3,3.485,-0.004
0.153,70200.0,4.463,18.3,3.485,-0.004
0.155,57500.0,4.463,18.3,3.485,-0.004
0.145,58200.0,4.463,18.3,3.485,-0.004
0.249,46000.0,4.463,18.3,3.485,-0.004
0.135,71100.0,4.463,18.3,3.485,-0.004
0.16899999999999998,61000.0,4.463,18.3,3.485,-0.004
0.14800000000000002,66600.0,4.463,18.3,3.485,-0.004
0.126,68500.0,4.466,19.7,2.1630000000000003,0.009000000000000001
,,4.466,19.7,2.1630000000000003,0.009000000000000001
0.13,69100.0,4.466,19.7,2.1630000000000003,0.009000000000000001
0.139,66100.0,4.466,19.7,2.1630000000000003,0.009000000000000001
0.14300000000000002,86500.0,4.466,19.7,2.1630000000000003,0.009000000000000001
0.183,65800.0,4.466,19.7,2.1630000000000003,0.009000000000000001
0.124,95200.0,5.3629999999999995,18.1,-1.328,0.008
0.11800000000000001,74100.0,5.3629999999999995,18.1,-1.328,0.008
0.107,90600.0,5.3629999999999995,18.1,-1.328,0.008
0.125,76300.0,5.3629999999999995,18.1,-1.328,0.008
0.125,79900.0,5.3629999999999995,18.1,-1.328,0.008
0.155,79600.0,5.3629999999999995,18.1,-1.328,0.008
0.16399999999999998,75600.0,5.3629999999999995,18.1,-1.328,0.008
0.159,86900.0,5.3629999999999995,18.1,-1.328,0.008
,,4.401,18.1,2.465,0.006999999999999999
0.177,61600.0,4.401,18.1,2.465,0.006999999999999999
0.135,56000.0,4.401,18.1,2.465,0.006999999999999999
0.14400000000000002,75200.0,4.401,18.1,2.465,0.006999999999999999
0.138,54400.0,4.401,18.1,2.465,0.006999999999999999
,,4.401,18.1,2.465,0.006999999999999999
0.115,71900.0,4.831,16.7,4.328,0.011000000000000001
0.14,79500.0,4.831,16.7,4.328,0.011000000000000001
0.115,71600.0,4.831,16.7,4.328,0.011000000000000001
0.153,66200.0,4.831,16.7,4.328,0.011000000000000001
0.182,94500.0,4.831,16.7,4.328,0.011000000000000001
0.10300000000000001,93300.0,4.831,16.7,4.328,0.011000000000000001
0.131,87500.0,4.831,16.7,4.328,0.011000000000000001
0.079,102800.0,4.831,16.7,4.328,0.011000000000000001
0.133,92100.0,4.526,17.8,2.445,0.011000000000000001
0.135,69800.0,4.526,17.8,2.445,0.011000000000000001
0.133,63300.0,4.526,17.8,2.445,0.011000000000000001
0.19699999999999998,81100.0,4.526,17.8,2.445,0.011000000000000001
0.149,74600.0,4.526,17.8,2.445,0.011000000000000001
0.126,83900.0,4.526,17.8,2.445,0.011000000000000001
0.152,64500.0,4.526,17.8,2.445,0.011000000000000001
0.16399999999999998,67500.0,5.01,19.0,0.902,-0.015
0.147,68500.0,5.01,19.0,0.902,-0.015
0.132,81000.0,5.01,19.0,0.902,-0.015
0.154,101000.0,5.01,19.0,0.902,-0.015
0.131,61300.0,4.034,17.3,9.104,0.016
0.154,74400.0,4.034,17.3,9.104,0.016
0.122,61500.0,4.034,17.3,9.104,0.016
0.153,62100.0,4.034,17.3,9.104,0.016
0.19399999999999998,54900.0,4.165,18.5,7.492999999999999,-0.015
0.156,65000.0,4.165,18.5,7.492999999999999,-0.015
0.11900000000000001,86900.0,4.165,18.5,7.492999999999999,-0.015
0.214,57500.0,4.165,18.5,7.492999999999999,-0.015
0.113,61600.0,4.165,18.5,7.492999999999999,-0.015
0.099,79200.0,4.316,20.2,4.9510000000000005,0.009000000000000001
0.174,55400.0,4.316,20.2,4.9510000000000005,0.009000000000000001
0.17300000000000001,71600.0,4.316,20.2,4.9510000000000005,0.009000000000000001
0.187,66800.0,4.316,20.2,4.9510000000000005,0.009000000000000001
0.12,73000.0,4.316,20.2,4.9510000000000005,0.009000000000000001
0.174,92500.0,6.148,18.5,-7.513999999999999,0.035
0.049,164500.0,6.148,18.5,-7.513999999999999,0.035
0.08900000000000001,97200.0,6.148,18.5,-7.513999999999999,0.035
0.13,118700.0,6.148,18.5,-7.513999999999999,0.035
0.094,104800.0,6.148,18.5,-7.513999999999999,0.035
0.09300000000000001,193100.0,6.148,18.5,-7.513999999999999,0.035
0.068,117500.0,6.148,18.5,-7.513999999999999,0.035
0.105,105700.0,6.148,18.5,-7.513999999999999,0.035
0.15,74000.0,4.954,17.7,7.534,0.002
0.12300000000000001,77700.0,4.954,17.7,7.534,0.002
0.111,102600.0,4.954,17.7,7.534,0.002
0.128,61200.0,4.303,15.7,9.889,0.006999999999999999
0.159,65400.0,4.303,15.7,9.889,0.006999999999999999
0.172,59700.0,4.303,15.7,9.889,0.006999999999999999
0.16699999999999998,57800.0,4.303,15.7,9.889,0.006999999999999999
0.157,63200.0,4.541,18.1,5.43,0.031
0.142,87100.0,4.541,18.1,5.43,0.031
0.115,70300.0,4.541,18.1,5.43,0.031
0.166,61900.0,4.541,18.1,5.43,0.031
0.13,51600.0,4.601,17.3,4.534,0.009000000000000001
,,4.601,17.3,4.534,0.009000000000000001
0.193,60900.0,4.601,17.3,4.534,0.009000000000000001
0.113,62800.0,5.6339999999999995,15.4,1.4780000000000002,-0.008
0.16899999999999998,60000.0,5.6339999999999995,15.4,1.4780000000000002,-0.008
0.138,81600.0,5.6339999999999995,15.4,1.4780000000000002,-0.008
0.135,72400.0,5.6339999999999995,15.4,1.4780000000000002,-0.008
0.126,70600.0,5.6339999999999995,15.4,1.4780000000000002,-0.008
0.14400000000000002,54400.0,5.6339999999999995,15.4,1.4780000000000002,-0.008
0.113,75800.0,5.271,17.1,0.599,-0.001
0.115,68900.0,5.271,17.1,0.599,-0.001
0.17,81700.0,5.271,17.1,0.599,-0.001
0.126,74000.0,5.271,17.1,0.599,-0.001
0.146,95300.0,5.271,17.1,0.599,-0.001
0.142,67700.0,4.785,18.7,3.27,0.002
0.17300000000000001,74600.0,4.785,18.7,3.27,0.002
0.10300000000000001,73000.0,5.516,15.8,3.928,-0.013000000000000001
0.11800000000000001,59600.0,5.516,15.8,3.928,-0.013000000000000001
0.085,64700.0,5.516,15.8,3.928,-0.013000000000000001
0.079,67600.0,5.516,15.8,3.928,-0.013000000000000001
0.092,90800.0,5.516,15.8,3.928,-0.013000000000000001
0.188,57200.0,5.712000000000001,16.7,4.262,0.035
0.146,70300.0,5.712000000000001,16.7,4.262,0.035
0.203,64700.0,5.039,17.6,1.1059999999999999,-0.006
,,5.039,17.6,1.1059999999999999,-0.006
,,5.039,17.6,1.1059999999999999,-0.006
,,5.039,17.6,1.1059999999999999,-0.006
0.156,63200.0,5.039,17.6,1.1059999999999999,-0.006
0.163,91400.0,5.039,17.6,1.1059999999999999,-0.006
0.16399999999999998,75300.0,5.039,17.6,1.1059999999999999,-0.006
0.076,95100.0,6.356,17.2,-5.332000000000001,0.004
0.196,76700.0,6.356,17.2,-5.332000000000001,0.004
0.184,50300.0,6.356,17.2,-5.332000000000001,0.004
0.131,79100.0,6.356,17.2,-5.332000000000001,0.004
0.146,66300.0,6.356,17.2,-5.332000000000001,0.004
0.138,73500.0,6.356,17.2,-5.332000000000001,0.004
0.15,69000.0,6.356,17.2,-5.332000000000001,0.004
0.09699999999999999,100800.0,6.356,17.2,-5.332000000000001,0.004
0.113,131800.0,6.356,17.2,-5.332000000000001,0.004
0.14400000000000002,72900.0,6.356,17.2,-5.332000000000001,0.004
0.271,47400.0,6.356,17.2,-5.332000000000001,0.004
0.21,69100.0,6.3,18.1,0.095,0.021
0.128,63000.0,6.3,18.1,0.095,0.021
0.127,70600.0,6.3,18.1,0.095,0.021
0.16699999999999998,71900.0,6.3,18.1,0.095,0.021
0.177,65800.0,6.3,18.1,0.095,0.021
0.129,95000.0,6.3,18.1,0.095,0.021
,,6.3,18.1,0.095,0.021
0.16,66600.0,6.3,18.1,0.095,0.021
0.149,65700.0,6.535,18.1,0.9570000000000001,0.013999999999999999
0.08800000000000001,92400.0,6.535,18.1,0.9570000000000001,0.013999999999999999
0.151,71400.0,6.535,18.1,0.9570000000000001,0.013999999999999999
0.162,69100.0,6.535,18.1,0.9570000000000001,0.013999999999999999
0.162,61000.0,6.535,18.1,0.9570000000000001,0.013999999999999999
0.131,82900.0,6.535,18.1,0.9570000000000001,0.013999999999999999
0.168,69400.0,6.535,18.1,0.9570000000000001,0.013999999999999999
0.172,96400.0,6.535,18.1,0.9570000000000001,0.013999999999999999
0.11800000000000001,95200.0,6.535,18.1,0.9570000000000001,0.013999999999999999
0.11900000000000001,77300.0,6.4910000000000005,19.1,-0.56,
0.162,99500.0,6.4910000000000005,19.1,-0.56,
0.184,91100.0,6.4910000000000005,19.1,-0.56,
0.168,80000.0,6.4910000000000005,19.1,-0.56,
0.16,61600.0,6.4910000000000005,19.1,-0.56,
0.16,79300.0,6.4910000000000005,19.1,-0.56,
0.102,79500.0,6.4910000000000005,19.1,-0.56,
0.132,81300.0,6.4910000000000005,19.1,-0.56,
0.171,92100.0,6.341,19.3,0.47700000000000004,
0.203,72700.0,6.341,19.3,0.47700000000000004,
0.225,60300.0,6.341,19.3,0.47700000000000004,
0.203,78000.0,6.341,19.3,0.47700000000000004,
0.171,67800.0,6.655,17.2,-3.912,
0.182,78600.0,6.655,17.2,-3.912,
0.21,71500.0,6.655,17.2,-3.912,
0.154,76100.0,6.655,17.2,-3.912,
0.174,80400.0,6.655,17.2,-3.912,
0.19899999999999998,60500.0,6.655,17.2,-3.912,
0.11599999999999999,134200.0,6.9910000000000005,18.8,0.5489999999999999,
0.14800000000000002,68100.0,6.9910000000000005,18.8,0.5489999999999999,
0.066,173600.0,6.9910000000000005,18.8,0.5489999999999999,
0.12300000000000001,101200.0,6.9910000000000005,18.8,0.5489999999999999,
0.1,107900.0,6.9910000000000005,18.8,0.5489999999999999,
0.128,104900.0,6.9910000000000005,18.8,0.5489999999999999,
0.207,84500.0,6.9910000000000005,18.8,0.5489999999999999,
0.17600000000000002,84600.0,6.9910000000000005,18.8,0.5489999999999999,
0.16399999999999998,70600.0,6.9910000000000005,18.8,0.5489999999999999,
0.163,75900.0,6.9910000000000005,18.8,0.5489999999999999,
0.161,76100.0,6.665,17.8,0.629,
0.165,90100.0,6.665,17.8,0.629,
0.185,70900.0,6.665,17.8,0.629,
0.135,68100.0,6.665,17.8,0.629,
0.138,91600.0,6.665,17.8,0.629,
0.17300000000000001,70900.0,5.997999999999999,17.9,-6.336,0.02
0.19,53900.0,5.997999999999999,17.9,-6.336,0.02
0.139,87000.0,5.997999999999999,17.9,-6.336,0.02
0.142,69100.0,5.997999999999999,17.9,-6.336,0.02
0.195,59300.0,5.997999999999999,17.9,-6.336,0.02
0.16699999999999998,71100.0,5.997999999999999,17.9,-6.336,0.02
0.196,57600.0,5.997999999999999,17.9,-6.336,0.02
0.177,92200.0,5.997999999999999,17.9,-6.336,0.02
0.092,123600.0,5.997999999999999,17.9,-6.336,0.02
0.177,78000.0,5.997999999999999,17.9,-6.336,0.02
0.145,61400.0,5.997999999999999,17.9,-6.336,0.02
0.17300000000000001,63300.0,6.45,17.3,-0.317,
0.168,72000.0,6.45,17.3,-0.317,
0.162,62700.0,6.45,17.3,-0.317,
0.19,70700.0,6.45,17.3,-0.317,
0.172,59500.0,6.45,17.3,-0.317,
0.149,65800.0,6.45,17.3,-0.317,
0.172,77100.0,6.45,17.3,-0.317,
0.138,70800.0,6.01,18.9,1.814,
0.172,62900.0,6.01,18.9,1.814,
0.203,70000.0,6.01,18.9,1.814,
0.175,60100.0,6.01,18.9,1.814,
0.131,93100.0,6.01,18.9,1.814,
0.182,65700.0,6.01,18.9,1.814,
0.20800000000000002,63500.0,6.01,18.9,1.814,
0.157,81600.0,6.15,19.5,3.411,
0.171,70500.0,6.15,19.5,3.411,
0.18,68400.0,6.15,19.5,3.411,
,,6.15,19.5,3.411,
0.129,86200.0,6.15,19.5,3.411,
0.19399999999999998,51000.0,6.15,19.5,3.411,
0.172,89800.0,6.437,18.8,-4.199,
0.13,68900.0,6.437,18.8,-4.199,
0.193,71800.0,6.437,18.8,-4.199,
0.158,70700.0,6.437,18.8,-4.199,
0.17300000000000001,66900.0,6.437,18.8,-4.199,
0.20800000000000002,68800.0,7.067,18.0,-1.393,
0.177,63700.0,7.067,18.0,-1.393,
0.19,71800.0,7.067,18.0,-1.393,
0.16699999999999998,68500.0,6.961,18.4,1.626,
0.16399999999999998,94500.0,6.961,18.4,1.626,
0.16399999999999998,74000.0,6.961,18.4,1.626,
0.128,77500.0,7.061,20.3,-3.78,
0.168,79900.0,7.061,20.3,-3.78,
0.175,69100.0,7.061,20.3,-3.78,
0.102,102900.0,7.061,20.3,-3.78,
0.179,63800.0,6.341,17.3,-0.7170000000000001,0.008
0.223,49800.0,6.341,17.3,-0.7170000000000001,0.008
0.182,48900.0,6.341,17.3,-0.7170000000000001,0.008
0.174,77800.0,6.497999999999999,18.3,-2.923,
0.16699999999999998,76500.0,6.497999999999999,18.3,-2.923,
0.162,90400.0,6.497999999999999,18.3,-2.923,
0.22699999999999998,56500.0,6.497999999999999,18.3,-2.923,
0.179,72800.0,6.497999999999999,18.3,-2.923,
0.182,64700.0,6.497999999999999,18.3,-2.923,
0.09699999999999999,67100.0,6.405,15.9,1.7069999999999999,-0.006
0.11599999999999999,74700.0,6.405,15.9,1.7069999999999999,-0.006
0.096,87900.0,6.405,15.9,1.7069999999999999,-0.006
0.115,63500.0,6.405,15.9,1.7069999999999999,-0.006
0.107,75900.0,6.405,15.9,1.7069999999999999,-0.006
0.131,108700.0,6.405,15.9,1.7069999999999999,-0.006
0.052000000000000005,104400.0,6.405,15.9,1.7069999999999999,-0.006
0.102,85300.0,6.405,15.9,1.7069999999999999,-0.006
,,5.934,14.3,2.605,-0.031
0.105,58900.0,5.934,14.3,2.605,-0.031
0.10800000000000001,62200.0,5.934,14.3,2.605,-0.031
0.128,68800.0,5.934,14.3,2.605,-0.031
0.115,52900.0,5.934,14.3,2.605,-0.031
0.139,55800.0,6.671,13.2,4.502,-0.015
0.1,61100.0,6.671,13.2,4.502,-0.015
0.175,47400.0,6.671,13.2,4.502,-0.015
0.125,60500.0,6.166,14.5,9.915,-0.032
0.126,63400.0,6.166,14.5,9.915,-0.032
0.073,69700.0,6.166,14.5,9.915,-0.032
0.086,73000.0,5.973,16.8,3.361,-0.021
0.078,89000.0,5.973,16.8,3.361,-0.021
0.09300000000000001,63400.0,5.973,16.8,3.361,-0.021
0.099,101100.0,5.973,16.8,3.361,-0.021
0.135,85800.0,6.2139999999999995,17.2,1.6669999999999998,-0.011000000000000001
0.077,84600.0,6.2139999999999995,17.2,1.6669999999999998,-0.011000000000000001
0.10099999999999999,72100.0,6.2139999999999995,17.2,1.6669999999999998,-0.011000000000000001
0.061,63600.0,6.2139999999999995,17.2,1.6669999999999998,-0.011000000000000001
0.09699999999999999,60800.0,6.2139999999999995,17.2,1.6669999999999998,-0.011000000000000001
0.081,71800.0,6.2139999999999995,17.2,1.6669999999999998,-0.011000000000000001
0.095,73500.0,6.03,13.6,4.72,-0.033
0.1,66100.0,6.03,13.6,4.72,-0.033
0.10400000000000001,68200.0,6.03,13.6,4.72,-0.033
0.10400000000000001,62200.0,6.03,13.6,4.72,-0.033
0.071,62400.0,6.202999999999999,14.2,4.168,-0.022000000000000002
0.09,67300.0,6.202999999999999,14.2,4.168,-0.022000000000000002
0.08199999999999999,67800.0,6.202999999999999,14.2,4.168,-0.022000000000000002
0.08199999999999999,61000.0,6.202999999999999,14.2,4.168,-0.022000000000000002
0.147,83200.0,6.202999999999999,14.2,4.168,-0.022000000000000002
