School Expenditure per Student,Teacher-Student Ratio,Test Score Percentile,Highschool Dropout Rate,Mean Parent Income,Teenage Pregnancy Rate
7.256,17.9,0.608,-0.002,81500,0.143
7.256,17.9,0.608,-0.002,67800,0.105
7.256,17.9,0.608,-0.002,59800,0.147
7.256,17.9,0.608,-0.002,69700,0.128
7.256,17.9,0.608,-0.002,87500,0.125
8.199,18.1,5.035,-0.01,102600,0.095
8.199,18.1,5.035,-0.01,65800,0.104
8.199,18.1,5.035,-0.01,74600,0.097
8.199,18.1,5.035,-0.01,86500,0.078
8.199,18.1,5.035,-0.01,59900,0.131
8.199,18.1,5.035,-0.01,60700,0.12
8.199,18.1,5.035,-0.01,69600,0.087
8.199,18.1,5.035,-0.01,84000,0.077
8.199,18.1,5.035,-0.01,85500,0.07
7.147,18.1,7.231,-0.015,57700,0.123
7.147,18.1,7.231,-0.015,69900,0.118
7.147,18.1,7.231,-0.015,64900,0.091
7.147,18.1,7.231,-0.015,60600,0.099
7.694,19.1,2.944,-0.001,89100,0.12
7.694,19.1,2.944,-0.001,89400,0.106
7.694,19.1,2.944,-0.001,80400,0.122
7.694,19.1,2.944,-0.001,67200,0.097
6.937,17.4,4.766,-0.007,66700,0.129
6.937,17.4,4.766,-0.007,62600,0.148
6.937,17.4,4.766,-0.007,69100,0.135
8.325,17.5,7.407,-0.017,66500,0.124
8.325,17.5,7.407,-0.017,79100,0.076
7.449,19.3,0.125,-0.007,65700,0.099
7.449,19.3,0.125,-0.007,95000,0.111
7.449,19.3,0.125,-0.007,94700,0.101
6.981,17.8,6.352,-0.013,89700,0.073
6.981,17.8,6.352,-0.013,60000,0.111
6.981,17.8,6.352,-0.013,60600,0.129
6.981,17.8,6.352,-0.013,62600,0.098
7.373,18.6,5.554,-0.011,72300,0.091
7.373,18.6,5.554,-0.011,83800,0.081
7.373,18.6,5.554,-0.011,78600,0.091
7.373,18.6,5.554,-0.011,75700,0.081
7.373,18.6,5.554,-0.011,72400,0.075
7.373,18.6,5.554,-0.011,66700,0.081
7.373,18.6,5.554,-0.011,68900,0.097
6.516,18.1,5.346,-0.007,99800,0.098
6.516,18.1,5.346,-0.007,61200,0.112
6.516,18.1,5.346,-0.007,68000,0.097
6.516,18.1,5.346,-0.007,78800,0.08
5.145,17,-1.21,-0.01,52200,0.191
5.145,17,-1.21,-0.01,65300,0.223
5.145,17,-1.21,-0.01,88500,0.154
5.145,17,-1.21,-0.01,61700,0.229
5.145,17,-1.21,-0.01,52600,0.242
5.145,17,-1.21,-0.01,46500,0.209
5.145,17,-1.21,-0.01,62800,0.188
5.145,17,-1.21,-0.01,71400,0.177
5.594,15,-17.549,-0.017,35800,0.278
5.594,15,-17.549,-0.017,44900,0.219
5.594,15,-17.549,-0.017,49100,0.245
5.594,15,-17.549,-0.017,43200,0.257
5.042,17.1,-3.673,-0.006,55700,0.194
5.042,17.1,-3.673,-0.006,82600,0.186
5.042,17.1,-3.673,-0.006,42800,0.245
5.042,17.1,-3.673,-0.006,66000,0.171
5.947,15.3,-3.569,-0.007,53700,0.249
5.947,15.3,-3.569,-0.007,48300,0.265
5.947,15.3,-3.569,-0.007,81200,0.142
5.947,15.3,-3.569,-0.007,55400,0.215
5.947,15.3,-3.569,-0.007,47900,0.236
5.947,15.3,-3.569,-0.007,75200,0.171
5.947,15.3,-3.569,-0.007,47900,0.252
5.493,14.9,-10.92,0.019,52800,0.237
5.493,14.9,-10.92,0.019,37800,0.264
5.429,17.2,-8.166,-0.009,40600,0.237
5.429,17.2,-8.166,-0.009,60500,0.189
5.429,17.2,-8.166,-0.009,36100,0.228
5.429,17.2,-8.166,-0.009,52900,0.218
5.71,15.9,-2.106,-0.018,55500,0.226
5.71,15.9,-2.106,-0.018,42300,0.265
5.71,15.9,-2.106,-0.018,63000,0.201
5.71,15.9,-2.106,-0.018,57500,0.209
5.71,15.9,-2.106,-0.018,58900,0.194
5.71,15.9,-2.106,-0.018,37700,0.212
5.71,15.9,-2.106,-0.018,37800,0.224
5.252,14.8,15.04,-0.03,77200,0.088
5.12,15.5,7.178,-0.01,66700,0.099
4.768,15.5,12.972,-0.022,85200,0.07
4.768,15.5,12.972,-0.022,58800,0.097
4.768,15.5,12.972,-0.022,64100,0.097
5.042,15.4,7.676,-0.014,85600,0.101
5.042,15.4,7.676,-0.014,58300,0.12
5.188,13.2,13.686,-0.019,63500,0.112
4.695,16.8,0.755,0.012,53600,0.122
4.695,16.8,0.755,0.012,59800,0.11
4.695,16.8,0.755,0.012,61800,0.144
4.695,16.8,0.755,0.012,73700,0.101
4.695,16.8,0.755,0.012,60700,0.135
4.695,16.8,0.755,0.012,76800,0.156
5.09,15.5,19.04,-0.01,51000,0.17
4.736,14.1,6.127,-0.027,49200,0.138
4.736,14.1,6.127,-0.027,67700,0.041
4.92,17.4,14.26,-0.013,75800,0.11
4.92,17.4,14.26,-0.013,57400,0.122
5.132,17.3,-0.6,-0.004,79200,0.073
5.132,17.3,-0.6,-0.004,75900,0.092
5.132,17.3,-0.6,-0.004,59700,0.075
5.132,17.3,-0.6,-0.004,103300,0.1
5.132,17.3,-0.6,-0.004,61300,0.087
5.094,13.9,4.794,-0.006,49500,0.105
5.094,13.9,4.794,-0.006,49400,0.227
6.721,16.1,0.729,0.064,39900,0.233
4.964,14.8,16.809,-0.019,48400,0.101
4.964,14.8,16.809,-0.019,49100,0.119
5.099,17.7,8.612,0.007,79000,0.094
4.547,17.2,13.99,-0.024,71000,0.085
5.168,15,3.891,-0.009,58300,0.251
5.168,15,3.891,-0.009,52200,0.252
5.168,15,3.891,-0.009,54200,0.235
5.168,15,3.891,-0.009,76900,0.189
5.168,15,3.891,-0.009,59700,0.196
5.168,15,3.891,-0.009,54700,0.207
4.923,17.1,-1.318,0.013,59600,0.265
4.923,17.1,-1.318,0.013,60400,0.271
4.923,17.1,-1.318,0.013,92400,0.219
5.359,14.7,4.851,-0.01,65400,0.236
5.359,14.7,4.851,-0.01,50500,0.226
5.359,14.7,4.851,-0.01,51600,0.223
5.359,14.7,4.851,-0.01,44500,0.24
5.359,14.7,4.851,-0.01,61500,0.208
5.918,15.7,-2.187,0.007,58700,0.212
5.918,15.7,-2.187,0.007,34100,0.278
5.918,15.7,-2.187,0.007,43800,0.288
5.918,15.7,-2.187,0.007,56500,0.245
5.918,15.7,-2.187,0.007,55000,0.225
5.918,15.7,-2.187,0.007,64300,0.219
5.918,15.7,-2.187,0.007,59500,0.253
5.918,15.7,-2.187,0.007,55900,0.252
5.821,14.5,6.765,-0.014,58700,0.138
5.821,14.5,6.765,-0.014,57900,0.207
5.821,14.5,6.765,-0.014,73800,0.207
5.09,15.8,2.695,-0.005,46800,0.298
5.09,15.8,2.695,-0.005,58900,0.293
5.09,15.8,2.695,-0.005,99200,0.153
5.845,15.8,1.064,0.003,50300,0.241
5.845,15.8,1.064,0.003,64500,0.144
5.845,15.8,1.064,0.003,69000,0.214
5.845,15.8,1.064,0.003,82500,0.157
5.845,15.8,1.064,0.003,66100,0.194
5.845,15.8,1.064,0.003,98600,0.11
5.845,15.8,1.064,0.003,60800,0.175
5.845,15.8,1.064,0.003,54400,0.211
5.845,15.8,1.064,0.003,60400,0.171
5.791,17,-1.559,0.007,76200,0.166
5.791,17,-1.559,0.007,72300,0.209
5.791,17,-1.559,0.007,116800,0.12
5.791,17,-1.559,0.007,80400,0.179
5.791,17,-1.559,0.007,93000,0.179
5.791,17,-1.559,0.007,60700,0.228
5.791,17,-1.559,0.007,105300,0.146
5.791,17,-1.559,0.007,45900,0.213
5.791,17,-1.559,0.007,55800,0.228
5.791,17,-1.559,0.007,74200,0.173
6.744,13,3.218,-0.012,55000,0.267
6.744,13,3.218,-0.012,44900,0.266
6.744,13,3.218,-0.012,49900,0.26
5.891,15.6,-2.109,0.002,61600,0.184
5.891,15.6,-2.109,0.002,62100,0.146
5.891,15.6,-2.109,0.002,50800,0.254
5.891,15.6,-2.109,0.002,79400,0.18
5.891,15.6,-2.109,0.002,60400,0.181
5.891,15.6,-2.109,0.002,52300,0.24
5.891,15.6,-2.109,0.002,123900,0.165
5.891,15.6,-2.109,0.002,99500,0.122
5.794,14.3,0.022,-0.014,49300,0.291
5.794,14.3,0.022,-0.014,59600,0.254
5.49,15.2,3.108,-0.01,62500,0.2
5.49,15.2,3.108,-0.01,56700,0.178
5.49,15.2,3.108,-0.01,58900,0.198
6.082,14.1,0.588,-0.015,48100,0.303
6.082,14.1,0.588,-0.015,61500,0.256
5.56,14.9,1.721,0.002,58600,0.196
5.56,14.9,1.721,0.002,47400,0.269
5.56,14.9,1.721,0.002,52100,0.219
5.56,14.9,1.721,0.002,66600,0.232
5.65,16.7,10.619,-0.01,81800,0.187
5.65,16.7,10.619,-0.01,63000,0.232
5.65,16.7,10.619,-0.01,60700,0.252
6.227,15.2,1.182,-0.005,79800,0.203
6.227,15.2,1.182,-0.005,57700,0.224
6.227,15.2,1.182,-0.005,48400,0.235
6.227,15.2,1.182,-0.005,49700,0.269
6.333,12.6,-0.945,-0.007,52600,0.208
6.333,12.6,-0.945,-0.007,33400,0.277
5.841,12.8,9.944,-0.009,57700,0.24
5.841,12.8,9.944,-0.009,44000,0.251
5.983,14.1,10.297,-0.015,62500,0.2
5.983,14.1,10.297,-0.015,50200,0.191
5.525,15.4,2.359,0.006,64700,0.285
5.525,15.4,2.359,0.006,60300,0.218
5.525,15.4,2.359,0.006,57100,0.214
5.525,15.4,2.359,0.006,68000,0.242
5.525,15.4,2.359,0.006,66200,0.161
5.525,15.4,2.359,0.006,72900,0.231
5.929,13.6,11,-0.01,51000,0.187
5.929,13.6,11,-0.01,48300,0.224
5.929,13.6,11,-0.01,47200,0.227
5.929,13.6,11,-0.01,54200,0.239
5.929,13.6,11,-0.01,65300,0.212
6.028,15.9,-1.41,0.012,41900,0.25
6.028,15.9,-1.41,0.012,41600,0.265
6.028,15.9,-1.41,0.012,28600,0.299
6.028,15.9,-1.41,0.012,33900,0.275
6.538,13.7,3.792,-0.017,67600,0.117
6.538,13.7,3.792,-0.017,71000,0.211
6.538,13.7,3.792,-0.017,73300,0.2
5.916,13.4,7.926,-0.016,45200,0.274
6.336,14.5,4.305,-0.007,45200,0.315
6.336,14.5,4.305,-0.007,58400,0.275
6.336,14.5,4.305,-0.007,68900,0.245
6.336,14.5,4.305,-0.007,45800,0.288
5.299,15.1,3.469,-0.006,64900,0.23
6.018,16.6,-1.675,0.004,157900,0.09
6.018,16.6,-1.675,0.004,63100,0.206
6.018,16.6,-1.675,0.004,98600,0.198
6.018,16.6,-1.675,0.004,113400,0.117
6.018,16.6,-1.675,0.004,73000,0.213
6.018,16.6,-1.675,0.004,63500,0.21
6.018,16.6,-1.675,0.004,121700,0.122
5.745,14.4,2.489,-0.018,62400,0.181
5.745,14.4,2.489,-0.018,83500,0.141
5.216,14.7,7.532,-0.016,52700,0.222
5.216,14.7,7.532,-0.016,65100,0.185
5.216,14.7,7.532,-0.016,50100,0.205
6.125,12.6,7.546,-0.024,48600,0.259
6.125,12.6,7.546,-0.024,54500,0.223
11.336,12.6,-3.859,0.01,51700,0.279
5.242,14.2,2.879,-0.024,61500,0.233
5.242,14.2,2.879,-0.024,59300,0.277
6.042,14.2,5.65,-0.014,57000,0.213
6.042,14.2,5.65,-0.014,60200,0.22
6.042,14.2,5.65,-0.014,57500,0.231
6.042,14.2,5.65,-0.014,53200,0.182
6.042,14.2,5.65,-0.014,45900,0.2
7.916,10.3,10.797,-0.028,50200,0.212
6.533,14,-8.178,0.035,36000,0.295
6.533,14,-8.178,0.035,26200,0.365
6.031,14,-2.206,0.006,47800,0.258
7.216,12.5,13.841,-0.01,48900,0.293
5.729,14.1,5.612,-0.007,46500,0.293
5.729,14.1,5.612,-0.007,50100,0.294
5.729,14.1,5.612,-0.007,45900,0.307
5.626,13.3,-1.516,-0.022,80000,0.311
6.463,13.8,1.524,-0.012,58500,0.201
6.463,13.8,1.524,-0.012,54800,0.201
6.463,13.8,1.524,-0.012,54000,0.247
6.463,13.8,1.524,-0.012,55200,0.245
6.349,14,-11.674,0.012,39800,0.287
6.349,14,-11.674,0.012,36300,0.306
5.495,14.9,10.5,-0.005,65100,0.159
5.495,14.9,10.5,-0.005,62600,0.201
5.388,14,-1.242,-0.021,46100,0.278
5.525,14.6,4.051,-0.008,73500,0.199
5.525,14.6,4.051,-0.008,56100,0.221
5.525,14.6,4.051,-0.008,38200,0.289
5.525,14.6,4.051,-0.008,58900,0.225
5.525,14.6,4.051,-0.008,59300,0.212
5.525,14.6,4.051,-0.008,51200,0.207
6.59,12.5,4.529,-0.027,62800,0.159
6.59,12.5,4.529,-0.027,63800,0.181
5.695,15.4,-1.083,-0.003,71500,0.174
5.695,15.4,-1.083,-0.003,52800,0.239
5.695,15.4,-1.083,-0.003,73800,0.201
5.695,15.4,-1.083,-0.003,45000,0.295
5.695,15.4,-1.083,-0.003,68700,0.193
5.695,15.4,-1.083,-0.003,47600,0.242
5.695,15.4,-1.083,-0.003,49500,0.241
5.928,16.6,-0.276,0.007,85400,0.15
5.928,16.6,-0.276,0.007,69100,0.198
5.928,16.6,-0.276,0.007,51800,0.2
5.928,16.6,-0.276,0.007,54300,0.246
5.928,16.6,-0.276,0.007,80900,0.156
5.928,16.6,-0.276,0.007,76500,0.168
5.928,16.6,-0.276,0.007,96600,0.18
5.928,16.6,-0.276,0.007,66600,0.184
5.504,13.5,10.139,-0.03,49300,0.276
5.504,13.5,10.139,-0.03,54400,0.211
6.223,16.6,-11.566,0,51000,0.264
6.223,16.6,-11.566,0,44600,0.292
7.856,12.8,0.891,-0.009,51000,0.25
7.856,12.8,0.891,-0.009,62600,0.242
5.212,16,-4.028,-0.011,43800,0.249
6.427,14,1.343,-0.011,43700,0.328
6.427,14,1.343,-0.011,58100,0.25
6.427,14,1.343,-0.011,54700,0.296
5.251,17.2,1.012,-0.013,31800,0.252
5.958,13.9,1.487,-0.01,63000,0.209
5.958,13.9,1.487,-0.01,45100,0.239
5.958,13.9,1.487,-0.01,36400,0.245
5.958,13.9,1.487,-0.01,48400,0.249
4.922,22,0.549,-0.011,62300,0.173
4.922,22,0.549,-0.011,64100,0.145
4.922,22,0.549,-0.011,82400,0.133
4.631,21,4.096,-0.015,76500,0.156
4.631,21,4.096,-0.015,76300,0.136
4.631,21,4.096,-0.015,64600,0.149
7.307,16.1,1.942,0.021,68600,0.117
7.307,16.1,1.942,0.021,88700,0.174
7.307,16.1,1.942,0.021,77500,0.167
4.322,22.3,-8.394,0.009,110100,0.094
4.322,22.3,-8.394,0.009,93100,0.1
4.322,22.3,-8.394,0.009,102300,0.118
4.322,22.3,-8.394,0.009,142600,0.06
4.322,22.3,-8.394,0.009,76100,0.155
4.322,22.3,-8.394,0.009,98000,0.11
4.322,22.3,-8.394,0.009,87400,0.149
4.564,20.6,-3.364,0.004,56800,0.185
4.564,20.6,-3.364,0.004,67400,0.186
4.918,21.1,10.733,-0.011,58600,0.133
4.918,21.1,10.733,-0.011,69200,0.16
6.369,18.2,1.621,-0.034,55900,0.156
4.742,22.2,-1.256,-0.018,63900,0.183
4.742,22.2,-1.256,-0.018,66800,0.153
4.742,22.2,-1.256,-0.018,113200,0.101
5.618,15.2,-2.029,-0.015,62400,0.139
5.618,15.2,-2.029,-0.015,53800,0.146
5.618,15.2,-2.029,-0.015,50100,0.143
5.618,15.2,-2.029,-0.015,67100,0.144
5.618,15.2,-2.029,-0.015,59300,0.168
5.618,15.2,-2.029,-0.015,62500,0.146
6.208,16.6,3.084,-0.002,82300,0.098
6.208,16.6,3.084,-0.002,55900,0.161
6.208,16.6,3.084,-0.002,60200,0.174
6.208,16.6,3.084,-0.002,57800,0.187
6.208,16.6,3.084,-0.002,80800,0.103
6.208,16.6,3.084,-0.002,63600,0.175
6.208,16.6,3.084,-0.002,101100,0.108
6.208,16.6,3.084,-0.002,86600,0.118
6.208,16.6,3.084,-0.002,71100,0.213
6.208,16.6,3.084,-0.002,82300,0.123
6.208,16.6,3.084,-0.002,50800,0.145
6.326,16.6,0.058,-0.003,99500,0.164
6.326,16.6,0.058,-0.003,82400,0.153
6.326,16.6,0.058,-0.003,87300,0.13
6.326,16.6,0.058,-0.003,49600,0.166
5.499,15.9,5.775,-0.006,51800,0.189
5.499,15.9,5.775,-0.006,78700,0.154
5.499,15.9,5.775,-0.006,63100,0.145
5.499,15.9,5.775,-0.006,90000,0.132
5.499,15.9,5.775,-0.006,51000,0.135
5.979,14.7,-6.483,-0.017,46400,0.148
5.979,14.7,-6.483,-0.017,41500,0.15
5.979,14.7,-6.483,-0.017,55100,0.154
6.254,15.7,-9.146,0.006,60500,0.171
6.254,15.7,-9.146,0.006,46000,0.166
6.254,15.7,-9.146,0.006,80500,0.154
6.254,15.7,-9.146,0.006,47300,0.186
6.254,15.7,-9.146,0.006,55700,0.163
6.254,15.7,-9.146,0.006,90900,0.122
6.065,14.8,-6.952,-0.008,53500,0.138
6.065,14.8,-6.952,-0.008,56300,0.129
6.065,14.8,-6.952,-0.008,56100,0.125
6.717,14.8,-10.746,0.001,47600,0.143
6.717,14.8,-10.746,0.001,47500,0.151
6.507,16,-6.397,-0.008,66500,0.145
6.507,16,-6.397,-0.008,65300,0.111
6.507,16,-6.397,-0.008,86500,0.106
6.507,16,-6.397,-0.008,52900,0.117
6.507,16,-6.397,-0.008,48200,0.116
6.099,16,-6.88,-0.002,53300,0.178
6.099,16,-6.88,-0.002,56400,0.14
6.099,16,-6.88,-0.002,67900,0.161
6.099,16,-6.88,-0.002,45800,0.171
6.238,16.1,-10.275,-0.011,53200,0.151
6.238,16.1,-10.275,-0.011,52600,0.156
6.846,14.9,-8.757,-0.006,42400,0.218
6.846,14.9,-8.757,-0.006,55300,0.161
7.103,16.5,4.856,-0.028,50600,0.21
7.103,16.5,4.856,-0.028,66300,0.102
7.103,16.5,4.856,-0.028,72700,0.099
7.103,16.5,4.856,-0.028,89300,0.086
7.103,16.5,4.856,-0.028,84800,0.105
7.103,16.5,4.856,-0.028,69700,0.088
7.103,16.5,4.856,-0.028,90500,0.084
7.359,15.7,6.642,-0.027,76900,0.115
7.359,15.7,6.642,-0.027,60800,0.111
7.359,15.7,6.642,-0.027,58700,0.207
7.359,15.7,6.642,-0.027,59000,0.113
6.88,17.1,4.955,-0.026,85100,0.059
6.88,17.1,4.955,-0.026,86100,0.094
6.88,17.1,4.955,-0.026,76500,0.097
6.88,17.1,4.955,-0.026,101900,0.089
6.88,17.1,4.955,-0.026,79200,0.116
6.88,17.1,4.955,-0.026,60000,0.144
6.88,17.1,4.955,-0.026,97700,0.093
7.74,17,-4.162,0.001,80800,0.106
7.74,17,-4.162,0.001,83000,0.104
7.74,17,-4.162,0.001,79400,0.2
7.74,17,-4.162,0.001,173600,0.04
7.74,17,-4.162,0.001,104500,0.072
7.74,17,-4.162,0.001,137200,0.055
6.816,16.5,-4.058,-0.012,85400,0.149
6.816,16.5,-4.058,-0.012,95600,0.15
6.816,16.5,-4.058,-0.012,85400,0.148
6.816,16.5,-4.058,-0.012,87700,0.123
7.075,15.4,2.282,-0.019,65600,0.148
7.075,15.4,2.282,-0.019,68700,0.121
6.612,17.1,6.404,-0.015,84600,0.101
6.612,17.1,6.404,-0.015,94100,0.106
7.041,16.3,14.809,-0.001,55800,0.13
7.041,16.3,14.809,-0.001,71800,0.105
7.142,14.5,5.883,0.009,90400,0.137
7.142,14.5,5.883,0.009,68400,0.135
7.142,14.5,5.883,0.009,67600,0.164
7.182,13.7,-5.208,0.016,66400,0.162
6.458,17,-0.214,0.059,68700,0.174
6.458,17,-0.214,0.059,83300,0.157
8.755,14.6,-2.51,0.035,60500,0.179
6.934,12.6,8.823,-0.003,54900,0.156
6.934,12.6,8.823,-0.003,62200,0.143
